voyage_name,voyage_start_date,voyage_end_date,ship_name,operator_name,name,overview,day_number
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions ,South Shetland Islands,"This morning we awaken to the snowy landscape of King George Island, the largest in the South Shetlands group. There are two landing sites here - a visit depends on weather conditions. In the afternoon we continue our journey south, navigating into the broad expanse of the Bransfield Strait. This is an important migration corridor for wildlife, and we keep a lookout for whales. Large icebergs will be present from this point onwards and make for striking photographs. By morning, the towering mountain peaks of the Antarctic continent loom into view. We aim to make landfall around Wilhelmina Bay. This is a truly remarkable location, where we often encounter large pods of humpback whales as we cruise in the Zodiacs.",5
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"We encourage you to spend time on the outer decks soaking up the scenery as we navigate south. We pass through the ice strewn waters making our way towards out ultimate objective, the Antarctic Circle. 

Given favorable ice conditions, our first goal will be to sail south of the Antarctic Circle and into Crystal Sound. A favored landing site here is Detaille Island, home to an abandoned British science hut from the 1950’s. This region marks our turnaround point and we return in a northerly direction exploring the dramatic coastline of theAntarctic Peninsula. 

We hope to visit a working scientific base to learn something of the important climate-related research happening here, and if the conditions allow, we will give you the opportunity to camp overnight onshore, a truly memorable experience. Petermann Island is home to an Adelie penguin rookery. The smallest of the Antarctic penguins, Adelies nest here and share the location with Gentoo penguins and Imperial cormorants. Pleneau Island offers more opportunities for shore landings. Massive icebergs run aground in the shallows and constant wind and wave action sculpt these gargantuan chunks of ice into fantastical shapes. For many, a Zodiac cruise here may well be a highlight of the voyage.",6
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"We encourage you to spend time on the outer decks soaking up the scenery as we navigate south. We pass through the ice strewn waters making our way towards out ultimate objective, the Antarctic Circle. 

Given favorable ice conditions, our first goal will be to sail south of the Antarctic Circle and into Crystal Sound. A favored landing site here is Detaille Island, home to an abandoned British science hut from the 1950’s. This region marks our turnaround point and we return in a northerly direction exploring the dramatic coastline of theAntarctic Peninsula. 

We hope to visit a working scientific base to learn something of the important climate-related research happening here, and if the conditions allow, we will give you the opportunity to camp overnight onshore, a truly memorable experience. Petermann Island is home to an Adelie penguin rookery. The smallest of the Antarctic penguins, Adelies nest here and share the location with Gentoo penguins and Imperial cormorants. Pleneau Island offers more opportunities for shore landings. Massive icebergs run aground in the shallows and constant wind and wave action sculpt these gargantuan chunks of ice into fantastical shapes. For many, a Zodiac cruise here may well be a highlight of the voyage.",7
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"We encourage you to spend time on the outer decks soaking up the scenery as we navigate south. We pass through the ice strewn waters making our way towards out ultimate objective, the Antarctic Circle. 

Given favorable ice conditions, our first goal will be to sail south of the Antarctic Circle and into Crystal Sound. A favored landing site here is Detaille Island, home to an abandoned British science hut from the 1950’s. This region marks our turnaround point and we return in a northerly direction exploring the dramatic coastline of theAntarctic Peninsula. 

We hope to visit a working scientific base to learn something of the important climate-related research happening here, and if the conditions allow, we will give you the opportunity to camp overnight onshore, a truly memorable experience. Petermann Island is home to an Adelie penguin rookery. The smallest of the Antarctic penguins, Adelies nest here and share the location with Gentoo penguins and Imperial cormorants. Pleneau Island offers more opportunities for shore landings. Massive icebergs run aground in the shallows and constant wind and wave action sculpt these gargantuan chunks of ice into fantastical shapes. For many, a Zodiac cruise here may well be a highlight of the voyage.",8
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions ,South Shetland Islands & Antarctic Peninsula,"We aim to transit the Lemaire Channel on our way north towards Paradise Harbour. This may be the first opportunity to step foot on the continent of Antarctica itself. Nearby Neko Harbour offers another continental landing. Expect to be in full sensory overload by this time of the voyage. 

By morning we arrive in the South Shetland Islands. The adventure is not over and if the weather conditions allow, we sail the ship into the flooded volcanic caldera at Deception Island. This is where Australian aviation pioneer, Sir Hubert Wilkins made the very first flight in Antarctica in 1928. There are several other landing sites in the vicinity including Half Moon Island, or the broad pebbly beach at Yankee Harbour. This is another great spot for a hike or a Zodiac cruise. It’s a fitting place to reflect on a wonderful expedition.",9
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions ,South Shetland Islands & Antarctic Peninsula,"We aim to transit the Lemaire Channel on our way north towards Paradise Harbour. This may be the first opportunity to step foot on the continent of Antarctica itself. Nearby Neko Harbour offers another continental landing. Expect to be in full sensory overload by this time of the voyage. 

By morning we arrive in the South Shetland Islands. The adventure is not over and if the weather conditions allow, we sail the ship into the flooded volcanic caldera at Deception Island. This is where Australian aviation pioneer, Sir Hubert Wilkins made the very first flight in Antarctica in 1928. There are several other landing sites in the vicinity including Half Moon Island, or the broad pebbly beach at Yankee Harbour. This is another great spot for a hike or a Zodiac cruise. It’s a fitting place to reflect on a wonderful expedition.",10
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Punta Arenas; Arrival,"This morning we are anchored off King George Island. We transfer to the airstrip for the two-hour flight to Punta Arenas in southern Chile. On arrival, a transfer is provided to downtown hotels. New for 2017/18: we include a complimentary hotel night in Punta Arenas at the end of the voyage for all guests returning from King George Island (starting in October 2017). This evening is at your leisure. Punta Arenas is home to some cozy restaurants, cafes and bars – including the historic ‘Shackleton Bar’ at the Hotel Jose Nogueira – a fitting location to reflect on your journey to Antarctica.",11
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Punta Arenas; Departure,"Our journey commences in Punta Arenas, located in southern Chile, where we board our two-hour flight across the Drake Passage to Antarctica. Upon arrival at the King George Island in Antarctica, we embark our ship via Zodiac inflatable crafts.

*** IMPORTANT: The voyage departing on the 30 January 2018 travel in the reverse order ***",1
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. For the next three days we have a varied itinerary exploring the Gerlache coastline of Antarctica. If ice conditionsallow, we cruise through the Lemaire Channel. 

Planned visits might include Paradise Harbour, Orne Harbour, or Andvord Bay, or a cruise through the Errera Channel to visit the penguin rookeries at Cuverville Island. We chart a course towards Antarctic Sound – the gateway into the icy Weddell Sea. Along the way we hope to make a visit at Deception Island.",2
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. For the next three days we have a varied itinerary exploring the Gerlache coastline of Antarctica. If ice conditionsallow, we cruise through the Lemaire Channel. 

Planned visits might include Paradise Harbour, Orne Harbour, or Andvord Bay, or a cruise through the Errera Channel to visit the penguin rookeries at Cuverville Island. We chart a course towards Antarctic Sound – the gateway into the icy Weddell Sea. Along the way we hope to make a visit at Deception Island.",3
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. For the next three days we have a varied itinerary exploring the Gerlache coastline of Antarctica. If ice conditionsallow, we cruise through the Lemaire Channel. 

Planned visits might include Paradise Harbour, Orne Harbour, or Andvord Bay, or a cruise through the Errera Channel to visit the penguin rookeries at Cuverville Island. We chart a course towards Antarctic Sound – the gateway into the icy Weddell Sea. Along the way we hope to make a visit at Deception Island.",4
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Weddell Sea ,"Navigating into the Weddell Sea, we see the vast sweep of the Antarctic icecap for the first time and will find ourselves increasingly surrounded by tabular icebergs. These gargantuan icebergs break from the ice shelves and drift north on the currents. This always makes for exciting navigation and stunning photographic opportunities. If weather conditions co-operate we spend the night camping in Antarctica.",5
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Weddell Sea ,"Navigating into the Weddell Sea, we see the vast sweep of the Antarctic icecap for the first time and will find ourselves increasingly surrounded by tabular icebergs. These gargantuan icebergs break from the ice shelves and drift north on the currents. This always makes for exciting navigation and stunning photographic opportunities. If weather conditions co-operate we spend the night camping in Antarctica.",6
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Weddell Sea ,"Navigating into the Weddell Sea, we see the vast sweep of the Antarctic icecap for the first time and will find ourselves increasingly surrounded by tabular icebergs. These gargantuan icebergs break from the ice shelves and drift north on the currents. This always makes for exciting navigation and stunning photographic opportunities. If weather conditions co-operate we spend the night camping in Antarctica.",7
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Elephant Island,"Point Lookout, on the southern tip of Elephant Island, is home to an impressive chinstrap penguin colony. Macaroni penguins also breed here and are a species we have yet to encounter to date. If conditions permit we may visit the fabled location of Point Wild on the north coast of Elephant Island. It is here that Shackleton and his men were encamped under their upturned life boats, before five men set off on a rescue mission to South Georgia. Landings at this location are tricky due to the currents and surf on the beach.",8
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Scotia Sea Crossing ,"Sailing north to the Falkland Islands, the spectacular seabirds are our constant companions soaring above the ship. Our onboard educational program continues and we enjoy interactive presentations and lively discussions.",9
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Scotia Sea Crossing ,"Sailing north to the Falkland Islands, the spectacular seabirds are our constant companions soaring above the ship. Our onboard educational program continues and we enjoy interactive presentations and lively discussions.",10
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Falkland Islands,"Arriving into the Falkland Islands overnight, we explore West Point or neighboring Carcass Island. These locations are best known for rockhopper penguins and nesting black browed albatross colonies. One final highlight awaits –Saunders Island, where we hope to encounter four penguin species living in close quarters, including the mighty king penguin. Charting a course for the port of Stanley tonight, we enjoy a special dinner attended by the Captain of the ship.",11
Ultimate Antarctica; Weddell Sea & Falkland Islands,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions ,Punta Arenas; Aarrival,"This morning we navigate through the narrows and into the port of Stanley. We have time to explore before we make our way to the airport for our return flight to Punta Arenas in southern Chile.

*** IMPORTANT: The voyage departing on the 30 January 2018 travel in the reverse order ***",12
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,"Punta Arenas, departure","Our journey commences in Punta Arenas, located in southern Chile, where we board our two-hour flight across the Drake Passage to Antarctica. Upon arrival at the King George Island in Antarctica, we embark our ship via Zodiac inflatable crafts.

***IMPORTANT: The voyage departing on the 30 January 2018 travel in the reverse order***",1
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. For the next three days we have a varied itinerary exploring the Gerlache coastline of Antarctica. If ice conditionsallow, we cruise through the Lemaire Channel. 

Planned visits might include Paradise Harbour, Orne Harbour, or Andvord Bay, or a cruise through the Errera Channel to visit the penguin rookeries at Cuverville Island. We chart a course towards Antarctic Sound – the gateway into the icy Weddell Sea. Along the way we hope to make a visit at Deception Island.",2
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. For the next three days we have a varied itinerary exploring the Gerlache coastline of Antarctica. If ice conditionsallow, we cruise through the Lemaire Channel. 

Planned visits might include Paradise Harbour, Orne Harbour, or Andvord Bay, or a cruise through the Errera Channel to visit the penguin rookeries at Cuverville Island. We chart a course towards Antarctic Sound – the gateway into the icy Weddell Sea. Along the way we hope to make a visit at Deception Island.",3
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. For the next three days we have a varied itinerary exploring the Gerlache coastline of Antarctica. If ice conditionsallow, we cruise through the Lemaire Channel. 

Planned visits might include Paradise Harbour, Orne Harbour, or Andvord Bay, or a cruise through the Errera Channel to visit the penguin rookeries at Cuverville Island. We chart a course towards Antarctic Sound – the gateway into the icy Weddell Sea. Along the way we hope to make a visit at Deception Island.",4
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Weddell Sea ,"Navigating into the Weddell Sea, we see the vast sweep of the Antarctic icecap for the first time and will find ourselves increasingly surrounded by tabular icebergs. These gargantuan icebergs break from the ice shelves and drift north on the currents. This always makes for exciting navigation and stunning photographic opportunities. If weather conditions co-operate we spend the night camping in Antarctica.",5
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Weddell Sea ,"Navigating into the Weddell Sea, we see the vast sweep of the Antarctic icecap for the first time and will find ourselves increasingly surrounded by tabular icebergs. These gargantuan icebergs break from the ice shelves and drift north on the currents. This always makes for exciting navigation and stunning photographic opportunities. If weather conditions co-operate we spend the night camping in Antarctica.",6
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Weddell Sea ,"Navigating into the Weddell Sea, we see the vast sweep of the Antarctic icecap for the first time and will find ourselves increasingly surrounded by tabular icebergs. These gargantuan icebergs break from the ice shelves and drift north on the currents. This always makes for exciting navigation and stunning photographic opportunities. If weather conditions co-operate we spend the night camping in Antarctica.",7
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Elephant Island,"Point Lookout, on the southern tip of Elephant Island, is home to an impressive chinstrap penguin colony. Macaroni penguins also breed here and are a species we have yet to encounter to date. If conditions permit we may visit the fabled location of Point Wild on the north coast of Elephant Island. It is here that Shackleton and his men were encamped under their upturned life boats, before five men set off on a rescue mission to South Georgia. Landings at this location are tricky due to the currents and surf on the beach.",8
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Scotia Sea Crossing ,"Sailing north to the Falkland Islands, the spectacular seabirds are our constant companions soaring above the ship. Our onboard educational program continues and we enjoy interactive presentations and lively discussions.",9
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Scotia Sea Crossing ,"Sailing north to the Falkland Islands, the spectacular seabirds are our constant companions soaring above the ship. Our onboard educational program continues and we enjoy interactive presentations and lively discussions.",10
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Falkland Islands,"Arriving into the Falkland Islands overnight, we explore West Point or neighboring Carcass Island. These locations are best known for rockhopper penguins and nesting black browed albatross colonies. One final highlight awaits –Saunders Island, where we hope to encounter four penguin species living in close quarters, including the mighty king penguin. Charting a course for the port of Stanley tonight, we enjoy a special dinner attended by the Captain of the ship.",11
Ultimate Antarctica; Weddell Sea & Falkland Islands,30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions ,Punta Arenas; Arrival,This morning we navigate through the narrows and into the port of Stanley. We have time to explore before we make our way to the airport for our return flight to Punta Arenas in southern Chile.,12
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Punta Arenas; Departure,"Our journey commences in Punta Arenas, located in southern Chile, where we board our two-hour flight across the Drake Passage to Antarctica. Upon arrival at the King George Island in Antarctica, we embark our ship via Zodiac inflatable crafts.",1
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. 

For the next five days we have a varied itinerary pushing southwards with much to see and do. We will be opportunistic, making shore landings in locations navigating to our ultimate objective below the Antarctic Circle. Planned visits might include Port Charcot, several locations in the Fish and Argentine Island archipelagos which allow for zodiac cruising and potential shore landings, a hike on Winter Island to explore the old British Antarctic Suvey Hut- Wordie House, Petermann Island, and a cruise through Lemaire Channel if ice allows. Along the way we hope to make a visit at Pleneau Island.",2
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. 

For the next five days we have a varied itinerary pushing southwards with much to see and do. We will be opportunistic, making shore landings in locations navigating to our ultimate objective below the Antarctic Circle. Planned visits might include Port Charcot, several locations in the Fish and Argentine Island archipelagos which allow for zodiac cruising and potential shore landings, a hike on Winter Island to explore the old British Antarctic Suvey Hut- Wordie House, Petermann Island, and a cruise through Lemaire Channel if ice allows. Along the way we hope to make a visit at Pleneau Island.",3
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. 

For the next five days we have a varied itinerary pushing southwards with much to see and do. We will be opportunistic, making shore landings in locations navigating to our ultimate objective below the Antarctic Circle. Planned visits might include Port Charcot, several locations in the Fish and Argentine Island archipelagos which allow for zodiac cruising and potential shore landings, a hike on Winter Island to explore the old British Antarctic Suvey Hut- Wordie House, Petermann Island, and a cruise through Lemaire Channel if ice allows. Along the way we hope to make a visit at Pleneau Island.",4
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. 

For the next five days we have a varied itinerary pushing southwards with much to see and do. We will be opportunistic, making shore landings in locations navigating to our ultimate objective below the Antarctic Circle. Planned visits might include Port Charcot, several locations in the Fish and Argentine Island archipelagos which allow for zodiac cruising and potential shore landings, a hike on Winter Island to explore the old British Antarctic Suvey Hut- Wordie House, Petermann Island, and a cruise through Lemaire Channel if ice allows. Along the way we hope to make a visit at Pleneau Island.",5
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Overnight we have navigated across the Bransfield Strait and awake to the towering peaks of the Antarctic continent. 

For the next five days we have a varied itinerary pushing southwards with much to see and do. We will be opportunistic, making shore landings in locations navigating to our ultimate objective below the Antarctic Circle. Planned visits might include Port Charcot, several locations in the Fish and Argentine Island archipelagos which allow for zodiac cruising and potential shore landings, a hike on Winter Island to explore the old British Antarctic Suvey Hut- Wordie House, Petermann Island, and a cruise through Lemaire Channel if ice allows. Along the way we hope to make a visit at Pleneau Island.",6
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Circle,"Given optimal ice conditions, we aim to sail south of the Antarctic Circle. A favored landing site here is Detaille Island, home to an abandoned British science hute, providing a glimpse into the harsh life of early Antarctic scientists and researchers. We are at the mercy of prevailing ice conditions navigating even further south. 

Years of experience tell us that late February gives us our best chance of reaching Marguerite Bay. We may take the ‘shortcut’ through a narrow channel known as 'the Gullet' if the passage is ice-free. Otherwise, we could navigate around the outside of Adelaide Island - which will take more time, yet bring us to the same destination.",7
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Circle,"Given optimal ice conditions, we aim to sail south of the Antarctic Circle. A favored landing site here is Detaille Island, home to an abandoned British science hute, providing a glimpse into the harsh life of early Antarctic scientists and researchers. We are at the mercy of prevailing ice conditions navigating even further south. 

Years of experience tell us that late February gives us our best chance of reaching Marguerite Bay. We may take the ‘shortcut’ through a narrow channel known as 'the Gullet' if the passage is ice-free. Otherwise, we could navigate around the outside of Adelaide Island - which will take more time, yet bring us to the same destination.",8
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Circle,"Given optimal ice conditions, we aim to sail south of the Antarctic Circle. A favored landing site here is Detaille Island, home to an abandoned British science hute, providing a glimpse into the harsh life of early Antarctic scientists and researchers. We are at the mercy of prevailing ice conditions navigating even further south. 

Years of experience tell us that late February gives us our best chance of reaching Marguerite Bay. We may take the ‘shortcut’ through a narrow channel known as 'the Gullet' if the passage is ice-free. Otherwise, we could navigate around the outside of Adelaide Island - which will take more time, yet bring us to the same destination.",9
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"We leave this magical place and chart a course north back to South America, heading again across the Antarctic Convergence. If weather conditions allow, we hope to make a rounding of Cape Horn. 

This fabled stretch of water is home to legendary tales of exploration and early navigation. It’s a fitting place to reflect on a wonderful expedition. We celebrate the conclusion of our Polar expedition with a special dinner.",10
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"We leave this magical place and chart a course north back to South America, heading again across the Antarctic Convergence. If weather conditions allow, we hope to make a rounding of Cape Horn. 

This fabled stretch of water is home to legendary tales of exploration and early navigation. It’s a fitting place to reflect on a wonderful expedition. We celebrate the conclusion of our Polar expedition with a special dinner.",11
Antarctica - Deep South (extended Circle voyge),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Ushuaia; Disembarkation,"In the early morning, we arrive into Ushuaia, Argentina. It is time to say farewell to your crew and fellow travellers. Guests will be transported to their hotels or to the airport for return flights home. It will be possible to connect to flights through to Buenos Aires or other destinations in South America. Otherwise enjoy a night in town or venture further afield to explore the highlights of Patagonia.",12
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Ushuaia; Embarkation Day,"Arrive in Ushuaia, Argentina, the world’s most southerly city, where you board your expedition ship. In the early evening we set sail along the Beagle Channel and push out into the Drake Passage, direction Antarctica.",1
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"Giant petrels, albatross and smaller Cape petrels are our companions as we transit the Drake Passage. Join the ship’s Captain on the bridge and learn about the operations of our modern research vessel. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history.",2
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Drake Passage,"Giant petrels, albatross and smaller Cape petrels are our companions as we transit the Drake Passage. Join the ship’s Captain on the bridge and learn about the operations of our modern research vessel. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history.",3
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. 

The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. 

Our resident photography guide will be on hand to help you with your camera setting and image composition. Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",4
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. 

The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. 

Our resident photography guide will be on hand to help you with your camera setting and image composition. Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",5
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. 

The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. 

Our resident photography guide will be on hand to help you with your camera setting and image composition. Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",6
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions ,Antarctic Peninsula,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. 

The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. 

Our resident photography guide will be on hand to help you with your camera setting and image composition. Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",7
